filename,csv,expt.name,date,processing,usable,sample.no,donor,virus,dyes,condition,other notes,jammed,crypts,cyst,infxn.in.crypt,mucus.simple,mucus.mvmt.type,mucus.stop.frame,video.end.frame,mucus.stop.frame.end,mucus.dir,ruptures.yn,focal apoptosis,focus.type,focus.num,focus.simple,20hpi.spots,48hpi.focicount,peak.spots,peak.spots.frame,peak.pix.1100,peak.fxn.1100,peak.fxn.1100.frame,,,n.mm.2a,n.mm.2b,n.mm.2mean,fromold,piv.total,piv.fxn.3,piv.fxn.6,piv.fxn.12,piv.fxn.24,piv.fxn.48,piv.mean.speed,piv.median.speed,maxgfp0,maxgfp850,maxgfp900,maxgfp1000,maxgfp1100,frame.maxgfp0,frame.maxgfp850,frame.maxgfp900,frame.maxgfp1000,frame.maxgfp1100,t0spy0,t0spy350,t0spy400,t0spy500,t20spy0,t20spy350,t20spy400,t20spy500
mb_d1d9_pt1_aligned_cropped.tif,d1d9_pt1.csv,d1d9,230415,assess,1,1,1,egfp,spy + nuc,vanilla,,unjammed,furrows,cysts,some,rotary,rotary   ,43,60,no,ccw,y,y,midsizecomet,4,comet,19,27,12027,52,1322118,0.100134,56,,,5.00E+07,5.55E+07,5.28E+07,1,4295,1945,1180,686,173,13,5.931156149,2.368221952,15819489,2377761,1944142,1516202,1322118,0,56,56,56,56,15819489,6366610,2160144,486929,15819489,9596987,5547986,1358916
mb_d1d9_pt2_aligned_cropped.tif,d1d9_pt2.csv,d1d9,230415,assess,1,2,1,egfp,spy + nuc,vanilla,,unjammed,furrows,cysts,yes,disorganized,disorganized,40,60,no,na,,,midsizecomet,4,comet,12,25,8911,59,898975,0.068086,56,,,5.14E+07,5.29E+07,5.22E+07,1,4255,2494,1168,516,78,7,5.668068718,3.601471381,15315997,1690165,1350210,1034206,898975,0,56,56,56,56,15315997,5634560,1967661,487373,15315997,9099462,4646798,1208298
mb_d1d9_pt3_aligned_cropped.tif,d1d9_pt3.csv,d1d9,230415,assess,1,3,1,egfp,spy + nuc,vanilla,,unjammed,furrows,cysts,yes,disorganized,disorganized,16,60,no,na,,,littlecomet,3,comet,46,79,12383,59,1309381,0.099169,56,,,8.68E+07,8.84E+07,8.76E+07,1,4366,4144,2470,993,446,3,10.13378519,6.267603157,15782577,2379072,1978472,1530981,1308235,5,56,56,56,56,15781057,5964536,1925733,383752,15781125,9084732,5298626,1042482
mb_d1d9_pt4_aligned_cropped.tif,d1d9_pt4.csv,d1d9,230415,assess,1,4,1,mock,spy + nuc,vanilla,looks like it might be infected...,unjammed,furrows,cysts,mock,disorganized,disorganized,60,60,yes,,,,mock,0,mock,0,0,,,15041,0.001139,0,,,undetermined,undetermined,undetermined,1,4207,3799,2964,1250,669,397,16.00697924,7.81428393,15149977,612568,362414,115728,14213,0,0,0,2,0,15149977,6361026,2326458,519521,15149977,9217526,5489595,1252358
mb_d1d9_pt5_aligned_cropped.tif,d1d9_pt5.csv,d1d9,230415,assess,1,5,1,mock,spy + nuc,vanilla,,unjammed,furrows,cysts,mock,rotary,rotary   ,60,60,yes,,,,mock,0,mock,2,0,,,305,2.31E-05,0,,,undetermined,undetermined,undetermined,1,4388,1712,792,465,211,20,5.418755512,2.575819341,15814581,411323,162797,16794,76,24,0,0,0,0,15811839,7569247,2537570,530216,15810727,10440445,6536367,1346115
mb_d1d9_pt6_aligned_cropped.tif,d1d9_pt6.csv,d1d9,230415,assess,1,6,1,mock,spy + nuc,vanilla,,unjammed,furrows,cysts,mock,rotary,rotary   ,60,60,yes,,,,mock,0,mock,0,0,,,24350,0.001844,0,,,undetermined,undetermined,undetermined,1,3790,1454,769,399,109,10,4.676913223,2.209811795,13663821,108318,36972,2127,40,0,1,1,1,0,13663821,7128384,2377201,368641,13663821,10212465,6292451,1306332
mb_d1d9_pt7_aligned_cropped.tif,d1d9_pt7.csv,d1d9,230415,assess,1,7,9,egfp,spy + nuc,vanilla,,unjammed,furrows,cysts,yes,rotary,rotary,60,60,yes,,,,bigcomet,5,comet,7,7,21829,59,2637371,0.199747,59,,,2.05E+07,2.08E+07,2.07E+07,1,4088,3809,2010,1013,535,78,10.99751094,5.925335718,14711657,3699158,3341565,2876502,2637371,0,59,59,59,59,14711657,9424287,3875050,510824,14711657,11296680,8247318,1643203
mb_d1d9_pt8_aligned_cropped.tif,d1d9_pt8.csv,d1d9,230415,assess,1,8,9,egfp,spy + nuc,vanilla,,unjammed,furrows,cysts,yes,rotary,rotary   ,60,60,yes,,,,midsizecomet,4,comet,8,10,2306,59,205524,0.015566,59,,,2.42E+07,2.43E+07,2.43E+07,1,4036,3031,1114,377,127,3,6.098495918,4.466468438,14549176,510645,386324,250929,205507,0,59,59,59,59,14549176,8785074,3995529,366245,14549176,10517143,7635653,1710690
mb_d1d9_pt9_aligned_cropped.tif,d1d9_pt9.csv,d1d9,230415,assess,1,9,9,egfp,spy + nuc,vanilla,,unjammed,furrows,cysts,yes,disorganized,disorganized,30,60,no,,,,bigcomet,5,comet,8,10,7845,59,864424,0.065469,59,,,2.59E+07,2.84E+07,2.72E+07,1,4274,4101,3747,2334,772,124,16.22053939,12.64635461,15371505,1575707,1290735,968797,864421,0,59,59,59,59,15371505,8620207,4472898,886137,15371505,9991096,7378641,1776908
mb_d1d9_pt10_aligned_cropped.tif,d1d9_pt10.csv,d1d9,230415,assess,1,10,9,mock,spy + nuc,vanilla,blighted- really patchy ciliation,hypermobile,furrows,cysts,mock,disorganized,disorganized,56,60,no,,,,mock,0,mock,3,0,,,2619,0.000198,0,,,undetermined,undetermined,undetermined,1,4305,4126,3685,2423,968,80,16.68108197,13.04823768,15594613,732741,404662,57018,656,24,0,0,0,0,15590588,2568615,1221945,440728,15565933,4810552,2076719,823593
mb_d1d9_pt11_aligned_cropped.tif,d1d9_pt11.csv,d1d9,230415,assess,1,11,9,mock,spy + nuc,vanilla,,unjammed,furrows,cysts,mock,rotary,rotary   ,60,60,yes,,,,mock,0,mock,0,0,,,28878,0.002187,0,,,undetermined,undetermined,undetermined,1,3731,3546,3168,2796,2264,1091,35.61068418,31.8581536,13683560,176138,76863,9582,153,0,0,2,2,0,13683560,8581388,3919150,496743,13683560,10545561,7003760,1200417
mb_d1d9_pt12_aligned_cropped.tif,d1d9_pt12.csv,d1d9,230415,assess,1,12,9,mock,spy + nuc,vanilla,blighted- really patchy ciliation,hypermobile,furrows,cysts,mock,disorganized,disorganized,19,60,no,,,,mock,0,mock,7,0,,,86515,0.006552,0,,,undetermined,undetermined,undetermined,1,3801,3797,3772,3673,3180,2307,65.35750448,63.04704987,13696313,294603,99085,15485,668,0,0,0,1,0,13696313,5426154,2084535,276420,13696313,7102444,3655116,625167
mb_d4shake_pt1_concat_aligned_cropped.tif,d4shake_pt1.csv,d4shake,230410,assess,1,1,4,egfp,spy + nuc,static,,unjammed,pointycrypts,clean,no,rotary,ball,36,60,no,,,,bigcomet,5,comet,20,29,,,1629085,0.123382,58,,,1.73E+08,1.78E+08,1.76E+08,1,4256,3639,2193,831,217,5,8.515858041,6.144879314,15315997,2652959,2271066,1826048,1629085,0,58,58,58,58,15315997,12487789,11930022,8468580,15315997,12645685,12273027,10375502
mb_d4shake_pt2_concat_aligned_cropped.tif,d4shake_pt2.csv,d4shake,230410,assess,1,2,4,egfp,spy + nuc,static,beautiful,edge,pointycrypts,clean,no,rotary,ball,53,60,no,,,,diffuse,7,diffuse,58,96,,,2051057,0.155341,55,,,2.04E+08,2.17E+08,2.11E+08,1,4173,858,429,147,29,9,2.837638903,1.46730406,15039805,3364137,2946403,2390040,2049339,0,55,55,55,55,15039805,12438238,12043591,8525838,15039805,12484630,12190346,10398596
mb_d4shake_pt3_concat_aligned_cropped.tif,d4shake_pt3.csv,d4shake,230410,assess,1,3,4,egfp,spy + nuc,static,even better and good nucview,unjammed,pointycrypts,clean,no,rotary,ball,43,60,no,,,,diffuse  ,7,diffuse,116,74,,,2102948,0.159272,48,,,2.22E+08,2.23E+08,2.23E+08,1,4328,2281,1206,372,89,3,5.245280164,3.21560843,15594613,3797056,3226684,2540564,2102948,0,48,48,48,48,15594613,12344391,11797295,7219606,15594613,12451077,12111894,9804348
mb_d4shake_pt4_concat_aligned_cropped.tif,d4shake_pt4.csv,d4shake,230410,assess,1,4,4,mock,spy + nuc,static,,edge,edgefurrow,clean,mock,rotary,ball,59,59,yes,,,,mock,0,mock,2,0,,,7931,0.000601,0,,,undetermined,undetermined,undetermined,1,4241,883,547,304,51,13,3.47801198,1.485215307,15260513,764259,496882,117650,6986,0,3,3,0,0,15260513,12291909,11821994,7709816,15260513,12362010,12062155,9680739
mb_d4shake_pt5_concat_aligned_cropped.tif,d4shake_pt5.csv,d4shake,230410,assess,1,5,4,mock,spy + nuc,static,,edge,edgefurrow,clean,mock,rotary,ball,59,59,yes,,,,mock,0,mock,0,0,,,6592,0.000499,0,,,undetermined,undetermined,undetermined,1,4195,1344,561,164,24,4,3.485132354,2.294358513,15094805,606027,388680,88919,5515,0,0,0,0,0,15094805,12402411,11938782,8284742,15094805,12495099,12152305,10232752
mb_d4shake_pt6_concat_aligned_cropped.tif,d4shake_pt6.csv,d4shake,230410,assess,1,6,4,mock,spy + nuc,static,,jammed,pointycrypts,clean,mock,rotary,ball,59,59,yes,,,,mock,0,mock,1,0,,,5534,0.000419,0,,,undetermined,undetermined,undetermined,1,4196,1047,462,148,18,0,3.026694022,1.872759489,15094805,648938,398326,123618,5289,0,2,2,2,0,15094805,12463663,12099166,8166807,15094805,12548925,12262181,10449101
mb_d4shake_pt7_concat_aligned_cropped.tif,d4shake_pt7.csv,d4shake,230410,assess,1,7,4,egfp,spy + nuc,shaken,nv might be good for vid if normalized,unjammed,furrows,clean,no,rotary,ball,54,59,no,,,,diffuse,7,diffuse,70,97,,,1059998,0.080281,54,,,1.54E+08,1.74E+08,1.64E+08,1,4144,1616,823,257,46,1,4.07125527,2.136660723,14929917,2452061,1956439,1372138,1059995,0,51,51,51,54,14929917,12131468,9929669,1905050,14929917,12421155,11673300,5741346
mb_d4shake_pt8_concat_aligned_cropped.tif,d4shake_pt8.csv,d4shake,230410,assess,1,8,4,egfp,spy + nuc,shaken,,unjammed,furrows,clean,no,rotary,ball,57,59,no,,,,diffuse,7,diffuse,35,35,,,1067590,0.080856,55,,,1.34E+08,1.48E+08,1.41E+08,1,4322,3858,1476,645,186,1,7.406204023,4.974692349,15538697,2369095,1845945,1305648,1067589,0,55,55,55,55,15538697,12040236,9563694,1698389,15538697,12434517,11406633,5397682
mb_d4shake_pt9_concat_aligned_cropped.tif,d4shake_pt9.csv,d4shake,230410,assess,1,9,4,egfp,spy + nuc,shaken,really weird ball,unjammed,furrows,clean,some,rotary,ball,51,59,no,,,,diffuse,7,diffuse,53,78,,,1021307,0.077351,58,,,6.76E+07,7.37E+07,7.07E+07,1,3880,2404,1216,473,159,8,6.30791668,3.802745509,13960073,1729920,1524481,1208669,1017959,0,58,58,58,58,13960073,9839749,6031935,758138,13960073,11307632,9019528,2725764
mb_d4shake_pt10_concat_aligned_cropped.tif,d4shake_pt10.csv,d4shake,230410,assess,1,10,4,mock,spy + nuc,shaken,you can really zoom in and see cilia,edge,edgefurrow,clean,mock,rotary,ball,59,59,yes,,,,mock,0,mock,0,0,,,2562,0.000194,0,,,undetermined,undetermined,undetermined,1,4393,1701,780,178,24,1,3.485447026,1.979189762,15819489,766840,431476,83861,1709,0,0,2,1,0,15819489,12034365,9905169,2064267,15819489,12364827,11560498,5718361
mb_d4shake_pt11_concat_aligned_cropped.tif,d4shake_pt11.csv,d4shake,230410,assess,1,11,4,mock,spy + nuc,shaken,good for nv video,edge,edgefurrow,clean,mock,rotary,ball,59,59,yes,,,,mock,0,mock,1,0,,,17600,0.001333,0,,,undetermined,undetermined,undetermined,1,4377,3168,780,222,31,4,4.947947439,4.054808668,15763053,1255855,790677,247824,16755,0,0,0,0,0,15763053,11837660,9666930,2070122,15763053,12298630,11489870,5669656
mb_d4shake_pt12_concat_aligned_cropped.tif,d4shake_pt12.csv,d4shake,230410,assess,1,12,4,mock,spy + nuc,shaken,,jammed,clean,clean,mock,rotary,ball,59,59,yes,,,,mock,0,mock,1,0,,,20465,0.00155,0,,,undetermined,undetermined,undetermined,1,3936,426,171,59,12,0,1.689242989,0.934863034,14172757,329511,193057,33506,589,0,0,0,0,0,14172757,12058778,9917485,1783465,14172757,12407763,11711009,6319824
mb_d5d6_pt1_concat_aligned_cropped.tif,d5d6_pt1.csv,d5d6,230405,assess,1,1,5,egfp,spy + nuc,vanilla,branching comet,jammed,clean,cysts,some,rotary,ball,60,60,yes,,,,diffuse-comet,6,diffuse,2,2,,,546288,0.041374,49,,,1.44E+08,1.46E+08,1.45E+08,1,3975,1121,444,117,39,27,3.454312963,1.755580341,14313381,946187,821080,657631,546255,0,49,49,49,49,14313381,12150083,11126726,4242198,14313381,12302363,11758498,6789499
mb_d5d6_pt2_concat_aligned_cropped.tif,d5d6_pt2.csv,d5d6,230405,assess,1,2,5,egfp,spy + nuc,vanilla,mucus was not mobile in the edges where the foci were; strong contender for lots of non reporter virus (ruffled cilia under mucus disc),jammed,clean,cysts,no,rotary,ball,45,60,no,,,,plaque-littlecomet,2,plaque,3,4,,,22683,0.001718,0,,,9.82E+07,1.02E+08,1.00E+08,1,4072,1021,368,168,50,7,3.556268492,2.342307256,14657157,299081,134371,22180,17038,0,0,0,0,49,14657157,12093662,10563487,3005290,14657157,12276421,11462148,5539321
mb_d5d6_pt3_concat_aligned_cropped.tif,d5d6_pt3.csv,d5d6,230405,assess,1,3,5,egfp,spy + nuc,vanilla,could be a good mucus vid in infected if normalized,jammed,clean,cysts,some,rotary,ball,47,60,no,,,,diffuse,7,diffuse,5,3,,,1361765,0.103136,42,,,1.65E+08,1.73E+08,1.69E+08,1,4397,3802,2979,577,40,10,8.187923599,8.059486107,15819489,2593464,2145719,1637233,1361765,0,41,42,42,42,15819489,12175940,10741193,2360946,15819489,12342845,11599208,5223158
mb_d5d6_pt4_concat_aligned_cropped.tif,d5d6_pt4.csv,d5d6,230405,assess,1,4,5,mock,spy + nuc,vanilla,,jammed,clean,cysts,mock,rotary,ball,60,60,yes,,,,mock,0,mock,0,0,,,76,5.76E-06,0,,,undetermined,undetermined,undetermined,1,4213,1696,777,208,49,33,4.536743777,2.3057163,15149977,444819,208322,17253,52,0,0,0,0,0,15149977,12202646,10728940,3176200,15149977,12400050,11806392,6024410
mb_d5d6_pt5_concat_aligned_cropped.tif,d5d6_pt5.csv,d5d6,230405,assess,1,5,5,mock,spy + nuc,vanilla,,edge,edgefurrow,cysts,mock,rotary,ball,60,60,yes,,,,mock,0,mock,0,0,,,2152,0.000163,0,,,undetermined,undetermined,undetermined,1,4214,860,421,213,80,24,3.301850567,1.314609275,15149977,586531,305400,55826,2133,0,0,0,0,0,15149977,12182752,11002268,4128302,15149977,12370598,11727656,6698495
mb_d5d6_pt6_concat_aligned_cropped.tif,d5d6_pt6.csv,d5d6,230405,assess,1,6,5,mock,spy + nuc,vanilla,got schmutz,jammed,clean,cysts,mock,rotary,ball,60,60,yes,,,,mock,0,mock,0,3,,,3144,0.000238,0,,,undetermined,undetermined,undetermined,1,4146,1602,577,179,46,30,4.327610294,2.414078757,14929917,500938,261979,42287,2495,0,0,0,0,0,14929917,12115601,10828332,3973445,14929917,12344609,11798923,7054578
mb_d5d6_pt7_concat_aligned_cropped.tif,d5d6_pt7.csv,d5d6,230405,assess,1,7,6,egfp,spy + nuc,vanilla,crunkly; awful awful very bad terrible no good crypts,jammed,clean,densecysts,yes,disorganized,disorganized,60,60,yes,,,,crypt,8,crypt,9,10,,,1275132,0.096575,49,,,3.77E+07,3.81E+07,3.79E+07,1,4181,507,319,177,38,1,2.031633917,0.736492326,15039805,2131498,1810244,1483725,1275132,0,49,49,49,49,15039805,12486307,10897700,5467075,15039805,12714179,12446832,8908077
mb_d5d6_pt8_concat_aligned_cropped.tif,d5d6_pt8.csv,d5d6,230405,assess,1,8,6,egfp,spy + nuc,vanilla,crunkly; awful awful very bad terrible no good crypts,jammed,clean,densecysts,yes,disorganized,disorganized,60,60,yes,,,,crypt,8,crypt,9,11,,,2111107,0.159889,49,,,3.74E+07,3.90E+07,3.82E+07,1,4332,659,443,247,51,5,2.516603976,0.802896301,15594613,3042642,2679372,2326395,2111107,0,49,49,49,49,15594613,12482673,11162939,5669127,15594613,12674524,12343417,9040567
mb_d5d6_pt9_concat_aligned_cropped.tif,d5d6_pt9.csv,d5d6,230405,assess,1,9,6,egfp,spy + nuc,vanilla,crunkly; awful awful very bad terrible no good crypts,jammed,clean,densecysts,yes,disorganized,disorganized,60,60,yes,,,,crypt,8,crypt,7,9,,,999931,0.075732,49,,,2.85E+07,3.06E+07,2.96E+07,1,4253,688,514,308,99,1,2.728384234,0.717109464,15315997,1792387,1477125,1174178,999931,0,49,49,49,49,15315997,12264054,10068324,4721557,15315997,12539445,12152915,7618217
mb_d5d6_pt10_concat_aligned_cropped.tif,d5d6_pt10.csv,d5d6,230405,assess,1,10,6,mock,spy + nuc,vanilla,crunkly; awful awful very bad terrible no good crypts,jammed,clean,densecysts,mock,disorganized,disorganized,60,60,yes,,,,mock,0,mock,2,0,,,0,0,0,,,undetermined,undetermined,undetermined,1,4195,596,436,233,66,4,2.502517117,0.828785155,15094805,498615,264787,19101,0,0,0,0,0,0,15094805,12526429,10997466,4798480,15094805,12674719,12381112,8705680
mb_d5d6_pt11_concat_aligned_cropped.tif,d5d6_pt11.csv,d5d6,230405,assess,1,11,6,mock,spy + nuc,vanilla,crunkly; awful awful very bad terrible no good crypts,jammed,clean,densecysts,mock,disorganized,disorganized,60,60,yes,,,,mock,0,mock,1,0,,,284,2.15E-05,0,,,undetermined,undetermined,undetermined,1,4298,702,485,243,63,17,2.680719886,0.787686549,15482941,536187,283918,34276,281,0,0,0,0,0,15482941,12464713,10614661,4787272,15482941,12709773,12322810,8386667
mb_d5d6_pt12_concat_aligned_cropped.tif,d5d6_pt12.csv,d5d6,230405,assess,1,12,6,mock,spy + nuc,vanilla,crunkly; awful awful very bad terrible no good crypts,jammed,clean,densecysts,mock,rotary,rotary   ,60,60,yes,,,,mock,0,mock,0,0,,,11609,0.000879,0,,,undetermined,undetermined,undetermined,1,4256,659,432,225,37,10,2.657333267,0.958966971,15315997,868819,591348,168376,11198,0,1,1,1,0,15315997,12533466,10737644,4743304,15315997,12727249,12301626,7976830
mb_d2shake_pt1_concat_aligned_cropped.tif,d2shake_pt1.csv,d2shake,230331,assess,1,1,2,egfp,spy + nuc,static,,unjammed,furrows,cysts,yes,disorganized,disorganized,61,61,yes,,,,midsizecomet,4,comet,3,7,,,893574,0.067677,60,,,3.60E+07,3.89E+07,3.75E+07,1,4266,1517,470,313,155,6,4.558775174,2.771187493,15371505,1308731,1118556,966573,887569,0,60,60,60,60,15371505,3681586,627428,109601,15371505,6222971,1638617,293604
mb_d2shake_pt2_concat_aligned_cropped.tif,d2shake_pt2.csv,d2shake,230331,assess,1,2,2,egfp,spy + nuc,static,crunkly nucview,unjammed,furrows,cysts,yes,disorganized,disorganized,61,61,yes,,,,midsizecomet,4,comet,7,20,,,813514,0.061613,60,,,4.00E+07,4.24E+07,4.12E+07,1,4202,4000,3322,1470,217,49,11.56355527,9.585524152,15149977,1535920,1270564,965211,813514,0,60,60,60,60,15149977,2889746,687377,147209,15149977,5830319,2029185,544803
mb_d2shake_pt3_concat_aligned_cropped.tif,d2shake_pt3.csv,d2shake,230331,assess,1,3,2,egfp,spy + nuc,static,mega crunkly nucview,unjammed,furrows,cysts,yes,disorganized,disorganized,61,61,yes,,,,midsizecomet,4,comet,3,8,,,440046,0.033328,60,,,5.83E+07,5.83E+07,5.83E+07,1,4257,1372,722,142,53,7,3.44816533,1.606452867,15371505,915105,704025,515042,438400,0,59,60,60,60,15371505,3030426,595459,99500,15371505,7026120,2601469,478744
mb_d2shake_pt4_concat_aligned_cropped.tif,d2shake_pt4.csv,d2shake,230331,assess,1,4,2,mock,spy + nuc,static,mega crunkly nucview,unjammed,furrows,cysts,mock,disorganized,disorganized,61,61,yes,,,,mock,0,mock,1,0,,,1205,9.13E-05,0,,,8.78E+04,1.31E+05,1.09E+05,1,4277,1830,824,370,150,7,4.618409708,2.403065826,15371505,577209,293837,42247,1163,0,3,3,0,0,15371505,4033577,1050781,209547,15371505,8264158,3808744,928771
mb_d2shake_pt5_concat_aligned_cropped.tif,d2shake_pt5.csv,d2shake,230331,assess,1,5,2,mock,spy + nuc,static,crunkly nucview; also counterclockwise??,edge,edgefurrow,densecysts,mock,rotary,ball,61,61,yes,,,,mock,0,mock,3,2,,,64,4.85E-06,0,,,2.89E+02,2.91E+02,2.90E+02,1,4367,1096,327,96,34,12,2.730950385,1.679972222,15762730,540213,239675,5901,21,12,1,1,3,1,15761933,3642684,936753,202470,15762499,6547734,2362663,640547
mb_d2shake_pt6_concat_aligned_cropped.tif,d2shake_pt6.csv,d2shake,230331,assess,1,6,2,mock,spy + nuc,static,crunkly,unjammed,furrows,clean,mock,rotary,ball,61,61,yes,,,,mock,0,mock,0,0,,,1069,8.10E-05,0,,,3.54E+03,3.75E+03,3.65E+03,1,4301,1548,984,648,406,175,7.53603487,1.667646919,15538697,449286,197595,14999,39,25,2,2,3,0,15527291,3196239,667750,91216,15521711,6442177,2356534,407527
mb_d2shake_pt7_concat_aligned_cropped.tif,d2shake_pt7.csv,d2shake,230331,assess,1,7,2,egfp,spy + nuc,shaken,"crunkly nucview, started moving around 48 hpi",unjammed,furrows,clean,yes,rotary,rotary.late,61,61,yes,,,,littlecomet-crypt,3,comet,3,5,,,253603,0.019207,60,,,2.18E+07,2.28E+07,2.23E+07,1,4251,1161,238,27,4,0,2.569628341,2.187669673,15371505,444319,300171,273403,253603,12,0,60,60,60,15363312,3311240,462675,92717,15371505,6803981,1932024,259027
mb_d2shake_pt8_concat_aligned_cropped.tif,d2shake_pt8.csv,d2shake,230331,assess,1,8,2,egfp,spy + nuc,shaken,"lil crunkly, faint movement until like 30. big ol deciliated patch. Maybe good for nv video of disorganized mucus?",unjammed,furrows,clean,some,disorganized,disorganized,61,61,yes,,,,littlecomet  ,3,plaque,3,3,,,11692,0.000886,60,,,2.21E+07,2.40E+07,2.31E+07,1,3991,3920,3379,1379,395,114,13.34834339,9.027936291,14387181,325515,193937,50629,11692,0,1,1,0,60,14387181,2914370,665758,159806,14387181,5338144,1758353,462750
mb_d2shake_pt9_concat_aligned_cropped.tif,d2shake_pt9.csv,d2shake,230331,assess,1,9,2,egfp,spy + nuc,shaken,"lil crunkly, didn't actually start moving until like 20",unjammed,furrows,clean,no,rotary,rotary.late,61,61,yes,,,,plaque-littlecomet,2,plaque,2,8,,,56555,0.004283,60,,,1.95E+07,2.06E+07,2.01E+07,1,4368,1887,264,34,10,3,3.184577287,2.770377974,15763053,799191,382465,65706,56555,0,0,0,60,60,15763053,4137871,556274,123607,15763053,8609665,3382233,393408
mb_d2shake_pt10_concat_aligned_cropped.tif,d2shake_pt10.csv,d2shake,230331,assess,1,10,2,mock,spy + nuc,shaken,mega crunkly nucview,unjammed,furrows,clean,mock,disorganized,disorganized,61,61,yes,,,,mock,0,mock,1,0,,,1275,9.66E-05,0,,,undetermined,undetermined,undetermined,1,4305,2074,1193,495,157,4,5.584446688,2.865100442,15482941,770326,399018,51791,460,0,0,0,0,0,15482941,5234485,972975,136847,15482941,8623991,3932441,514373
mb_d2shake_pt11_concat_aligned_cropped.tif,d2shake_pt11.csv,d2shake,230331,assess,1,11,2,mock,spy + nuc,shaken,crunkly,edge,furrows,clean,mock,disorganized,disorganized,61,61,yes,,,,mock,0,mock,1,0,,,9538,0.000722,0,,,undetermined,undetermined,undetermined,1,4396,710,185,55,18,11,2.446026496,1.693183835,15819489,925324,473282,109932,9202,0,0,0,0,0,15819489,4622597,651117,97502,15819489,8358292,3192700,266340
mb_d2shake_pt12_concat_aligned_cropped.tif,d2shake_pt12.csv,d2shake,230331,assess,1,12,2,mock,spy + nuc,shaken,crunkly,unjammed,furrows,clean,mock,rotary,rotary,61,61,yes,,,,mock,0,mock,0,0,,,83,6.29E-06,0,,,undetermined,undetermined,undetermined,1,4120,1265,289,84,15,3,3.042502084,2.35661125,14820661,428191,160012,8207,18,0,2,0,2,0,14820661,3955953,617193,140923,14820661,7752778,3028893,371282
mb_d7d8_pt1_concat_aligned_cropped.tif,d7d8_pt1.csv,d7d8,230322,assess,1,1,7,egfp,spy + nuc,vanilla,dosen't spread after rinse,edge,furrows,cysts,yes,rotary,ball,60,81,yes,,,,diffuse,7,diffuse,4,6,23576,72,1873633,0.141904,60,,,5.37E+07,5.85E+07,5.61E+07,1,3941,2272,918,225,42,6,4.840055571,3.440493111,14353641,3499869,2969769,2278409,1873631,0,62,62,61,60,14353641,12506654,11698964,6295431,14353641,12669424,12216633,9150959
mb_d7d8_pt2_concat_aligned_cropped.tif,d7d8_pt2.csv,d7d8,230322,assess,1,2,7,egfp,spy + nuc,vanilla,spreads after rinse,edge,furrows,cysts,some,rotary,ball,59,81,no,,,,diffuse,7,diffuse,10,15,15354,73,913857,0.069213,60,,,5.06E+07,5.40E+07,5.23E+07,1,4072,1776,436,130,24,6,3.706709429,2.691200435,14889076,1950359,1586750,1136882,913857,0,60,60,60,60,14889076,12498635,11778743,5794717,14889076,12659793,12307397,9179593
mb_d7d8_pt3_concat_aligned_cropped.tif,d7d8_pt3.csv,d7d8,230322,assess,1,3,7,egfp,spy + nuc,vanilla,,unjammed,furrows,cysts,yes,disorganized,disorganized,48,81,no,,,,midsizecomet,4,comet,4,12,8214,69,714768,0.054135,65,,,3.06E+07,3.25E+07,3.16E+07,1,4388,2553,1638,786,219,23,7.149236558,3.769738327,15819489,1631433,1220104,865882,714768,66,60,60,65,65,15812422,12534085,11606182,5455637,15810002,12936639,12376667,9184776
mb_d7d8_pt4_concat_aligned_cropped.tif,d7d8_pt4.csv,d7d8,230322,assess,1,4,7,mock,spy + nuc,vanilla,,edge,edgefurrow,cysts,mock,rotary,ball,60,81,yes,,,,mock,0,mock,0,0,,,285,2.16E-05,0,,,undetermined,undetermined,undetermined,1,4315,1149,495,209,61,11,3.387720068,1.728212629,15538697,898844,494602,50737,192,0,0,0,0,0,15538697,12282215,11062963,4155097,15538697,12503420,11975957,7507092
mb_d7d8_pt5_concat_aligned_cropped.tif,d7d8_pt5.csv,d7d8,230322,assess,1,5,7,mock,spy + nuc,vanilla,,unjammed,furrows,cysts,mock,disorganized,disorganized,60,81,yes,,,,mock,0,mock,2,0,,,679,5.14E-05,0,,,undetermined,undetermined,undetermined,1,4242,2348,1272,582,234,42,6.699058946,3.428519609,15260513,560005,327417,41248,657,0,0,0,0,0,15260513,12396780,11025461,4123553,15260513,12606367,11853289,6912206
mb_d7d8_pt6_concat_aligned_cropped.tif,d7d8_pt6.csv,d7d8,230322,assess,1,6,7,mock,spy + nuc,vanilla,,unjammed,furrows,cysts,mock,disorganized,disorganized,60,81,yes,,,,mock,0,mock,7,0,,,2269,0.000172,0,,,undetermined,undetermined,undetermined,1,4384,2974,1711,676,195,15,7.055645708,4.675178959,15819489,1051219,651398,136340,2227,25,0,0,0,0,15817908,12139397,10479897,4394299,15816895,12322622,11271385,7819717
mb_d7d8_pt7_concat_aligned_cropped.tif,d7d8_pt7.csv,d7d8,230322,assess,1,7,8,egfp,spy + nuc,vanilla,merged littlecomets. No spread after rinse,unjammed,furrows,clean,no,disorganized,disorganized,12,81,no,,,,midsizecomet,4,comet,111,230,12305,53,852076,0.064534,51,,,5.83E+07,5.95E+07,5.89E+07,1,4383,2137,936,218,50,3,4.36969707,2.909668901,15819489,1522045,1247733,1008815,852076,24,47,48,51,51,15816907,12631797,11870335,6859971,15817499,12818219,12314456,9447210
