"","hpi_category","status","experiment","culturepoint","total","donor","hpi","powerful","plaus","ultraplaus","low","medpower","medlogpower","medfreq","medofplaus","medofultraplaus","powerbeatin"
"13","early","distant","longcilias",11,655360,8,2,0.670648193359375,0.938572692871094,0.711801147460937,0.223793029785156,0.0003592643042793,-3.4445859312109,10.6666666666667,10.6666666666667,11.3333333333333,0.642098999023437
"14","early","distant","longcilias",12,655360,8,2,0.59759521484375,0.946347045898438,0.601795959472656,0.341519165039062,0.0003009998617926,-3.5214337038172,10.3333333333333,10,11.6666666666667,0.571302795410156
"15","early","distant","multicilia",1,2490368,8,5,0.556787992778577,0.813309518914474,0.550345169870477,0.256309910824424,0.0002241991824121,-3.64936597548129,8.33333333333333,7.66666666666667,8.66666666666667,0.522784182899877
"16","early","distant","multicilia",2,2686976,8,5,0.196693234327363,0.494467758550877,0.453304011647294,0.0370468511814024,0.0001082517774193,-3.96556496410114,15.3333333333333,9,9.33333333333333,0.162380683712843
"17","early","distant","multicilia",6,2424832,7,5,0.5003286825644,0.73296088141364,0.428145949904983,0.294638968802787,0.00020019306975875,-3.6985509609108,7.33333333333333,6,7.66666666666667,0.463671297640414
"18","early","distant","multicilia",7,2097152,7,5,0.409783363342285,0.683584213256836,0.314818382263184,0.364964485168457,0.0001597521913936,-3.79655317571341,10.6666666666667,1,11,0.357997417449951
"19","early","distant","ruxcilia",5,655360,3,1,0.315673828125,0.872760009765625,0.662760925292969,0.209140014648438,8.62734887050464e-05,-4.064122639719,9.5,9,10,0.311024475097656
"20","early","distant","ruxcilia",6,655360,3,1,0.479136657714844,0.915782165527344,0.243678283691406,0.670492553710938,0.0001808710148907,-3.74263102454209,0.25,0.25,11.25,0.451304626464844
"21","early","infected","multicilia",1,45,8,5,0.177777777777778,0.466666666666667,0.377777777777778,0.0888888888888889,7.29561143089086e-05,-4.13693830487616,21,8,9.66666666666667,0.177777777777778
"22","early","infected","multicilia",2,71,8,5,0.028169014084507,0.408450704225352,0.394366197183099,0.0140845070422535,4.21205550082959e-05,-4.37550591489747,21,6,7.16666666666667,0.0140845070422535
"23","early","infected","multicilia",6,230,7,5,0.0434782608695652,0.347826086956522,0.269565217391304,0.0782608695652174,9.53270828176755e-05,-4.02078370729142,21.5,7.33333333333333,7.33333333333333,0.0260869565217391
"24","early","infected","multicilia",7,5,7,5,0,0.8,0.6,0.2,9.32836628635414e-05,-4.03019440930255,9,8.16666666666667,9,0
"25","early","mock","cilia",3,524288,3,1,0.736249923706055,0.9781494140625,0.674148559570312,0.294025421142578,0.0004029531264677,-3.39474547023757,8.25,8.25,9.5,0.731016159057617
"26","early","mock","cilia",6,720896,4,1,0.77098915793679,0.613808371803977,0.558006980202415,0.0550287420099432,0.00095992739079515,-3.01776161588823,14.25,12.75,13,0.495584661310369
"27","early","mock","cilia",7,655360,2,1,0.794317626953125,0.817420959472656,0.429208374023437,0.381202697753906,0.00058276587515135,-3.23450588701078,10.75,3.5,12,0.7101318359375
"28","early","mock","longcilia2",1,1310720,3,2,0.191082000732422,0.475434875488281,0.394058227539062,0.0702499389648437,8.77437232702505e-05,-4.05678394092022,17,5,6,0.179420471191406
"29","early","mock","longcilia2",4,1310720,5,2,0.956443786621094,0.987816619873047,0.392858123779297,0.573081970214844,0.001141304266639,-2.94259855916931,1.33333333333333,1.33333333333333,7.33333333333333,0.950614929199219
"30","early","mock","longcilia2",5,1310720,5,2,0.965802764892578,0.927017211914062,0.703225708007812,0.216520690917969,0.0022992318263277,-2.63841723759608,11,10.6666666666667,11.3333333333333,0.901950836181641
"31","early","mock","longcilia2",8,1310720,7,2,0.873112487792969,0.94866943359375,0.763265228271484,0.179936981201172,0.0011396783520467,-2.94321770098304,9.33333333333333,9.33333333333333,10,0.846732330322266
"32","early","mock","longcilia2",9,1310720,7,2,0.398403167724609,0.631289672851562,0.574359893798828,0.0389442443847656,0.0001117041210818,-3.95193080423381,9.33333333333333,6.66666666666667,7,0.389456939697266
"33","early","mock","longcilias",1,655360,4,2,0.467951965332031,0.984869384765625,0.38238525390625,0.569194030761719,0.00017720612231635,-3.75152127769953,1.33333333333333,1.33333333333333,8.33333333333333,0.464117431640625
"34","early","mock","longcilias",2,655360,4,2,0.214738464355469,0.956242370605469,0.690406799316406,0.260585021972656,5.52337096451083e-05,-4.25779578741039,9,9,10,0.210035705566406
"35","early","mock","longcilias",7,655360,7,2,0.337556457519531,0.924031066894531,0.691105651855469,0.230947875976562,9.22679719224106e-05,-4.03494902521307,11.6666666666667,11.3333333333333,12,0.317146301269531
"36","early","mock","longcilias",8,655360,7,2,0.337396240234375,0.893313598632812,0.679277038574219,0.211813354492187,0.0001056251203408,-3.97623278324196,12.3333333333333,12,12.6666666666667,0.307215881347656
"37","early","mock","longcilias",9,655360,8,2,0.695962524414062,0.905624389648438,0.642008972167969,0.259425354003906,0.00034575705649325,-3.46122894769465,11.3333333333333,11,12,0.637509155273438
"38","early","mock","longcilias",10,655360,8,2,0.764155578613281,0.950056457519531,0.687847900390625,0.259835815429687,0.0004414931318024,-3.35507604824722,10.6666666666667,10.3333333333333,11.3333333333333,0.730378723144531
"39","early","mock","multicilia",4,3538944,8,5,0.389437922724971,0.773893003110532,0.383308975784867,0.383462411385995,0.00014940043183735,-3.82564814720397,8,2,9,0.372874789767795
"40","early","mock","multicilia",5,1966080,8,5,0.660918680826823,0.878116861979167,0.506507873535156,0.363190714518229,0.00028888946690125,-3.53926829252897,8,7,9.33333333333333,0.632452392578125
"41","early","mock","multicilia",8,2031616,7,5,0.446070025044103,0.701373684790827,0.500008859942036,0.193103913337954,0.0001754502081894,-3.75584611211444,9,6.66666666666667,7.66666666666667,0.407059208039315
"42","early","mock","multicilia",9,2228224,7,5,0.172620436724494,0.368395188275505,0.229861539952895,0.130317687988281,9.48656925174873e-05,-4.02289081859671,24.3333333333333,4.33333333333333,7.66666666666667,0.143570395076976
"43","early","mock","ruxcilia",7,655360,3,1,0.536225891113281,0.914912414550781,0.330923461914063,0.579420471191406,0.0002247239099233,-3.64835071754511,0.75,0.5,11.5,0.496565246582031
"44","early","near","multicilia",1,458707,8,5,0.311787262893307,0.696608074435315,0.495575607086877,0.193563647382752,0.000130878019263,-3.88313328633212,9,7.33333333333333,8.33333333333333,0.291113935475151
"45","early","near","multicilia",2,458681,8,5,0.125871793250647,0.414305366910772,0.360411702250584,0.0499170447435146,8.7064974650275e-05,-4.060156522092,21.3333333333333,7.66666666666667,8.33333333333333,0.106145665506092
"46","early","near","multicilia",6,65306,7,5,0.108856766606437,0.404067007625639,0.371344133770251,0.0283894282301779,0.0001033444787026,-3.9857127211403,21.6666666666667,8.33333333333333,8.66666666666667,0.0780479588399228
"47","early","near","multicilia",7,65531,7,5,0.436633043902886,0.750820222490119,0.205109032366361,0.54265919946285,0.0001781020691851,-3.74933103488571,0.666666666666667,0.333333333333333,11,0.408615769635745
"48","24","distant","cilia",4,458752,3,24,0.625226702008929,0.962267194475446,0.651585170200893,0.310169764927455,0.0003289725427748,-3.48284034831193,6.25,6,7.25,0.620520455496652
"49","24","distant","cilia",5,458752,4,24,0.335726056780134,0.649987357003348,0.438020978655134,0.207107543945312,0.0001502540035289,-3.82317394736304,5.75,3.75,4.75,0.30088370186942
"50","24","distant","cilia",8,327680,2,24,0.38138427734375,0.834234619140625,0.528964233398437,0.3033935546875,0.0001618765018065,-3.79081618942851,5,4.25,5.75,0.368673706054688
"51","24","distant","longcilia2",2,1441792,3,24,0.871177673339844,0.970938942649148,0.677225286310369,0.292828646573153,0.001174998935312,-2.92996252691423,6.66666666666667,6.33333333333333,7,0.867599487304688
"52","24","distant","longcilia2",3,1507328,5,24,0.789796912151834,0.93652808147928,0.795820153277853,0.13953101116678,0.00080025760689745,-3.09677018895251,6.66666666666667,6.33333333333333,6.66666666666667,0.786512291949728
"53","24","distant","longcilia2",6,1507328,5,24,0.762428615404212,0.920676189920177,0.635131172511889,0.283256862474524,0.0010632216581143,-2.97337618527996,8,7.66666666666667,9,0.754417751146399
"54","24","distant","longcilia2",7,1310720,7,24,0.717066955566406,0.92864990234375,0.864756774902344,0.0630989074707031,0.0004614214849425,-3.33590218750613,8,8,8,0.702928924560547
"55","24","distant","longcilia2",10,1638400,7,24,0.778861694335938,0.960142822265625,0.766575317382812,0.192070922851562,0.00060410206788215,-3.21888967764885,5.66666666666667,5.33333333333333,6,0.7764404296875
"56","24","distant","longcilias",3,1703936,4,24,0.552070617675781,0.812711862417368,0.521004896897536,0.288321274977464,0.00023224988399305,-3.63404449426263,6.66666666666667,5.66666666666667,7.33333333333333,0.533034104567308
"57","24","distant","longcilias",4,1441792,4,24,0.267616271972656,0.571370905095881,0.481955094770952,0.084929726340554,0.0001260781209566,-3.89936027244551,10,5.66666666666667,6.33333333333333,0.238714738325639
"58","24","distant","longcilias",5,1769472,7,24,0.93283533166956,0.951954029224537,0.725465562608507,0.223982069227431,0.0009734363993629,-3.01169241836905,11.3333333333333,11,11.6666666666667,0.907116925274884
"59","24","distant","longcilias",6,1179648,7,24,0.932543436686198,0.95106930202908,0.672659132215712,0.271193610297309,0.0009100762836169,-3.04092220310413,11.3333333333333,11.3333333333333,12,0.90444098578559
"60","24","distant","longcilias",11,1048576,8,24,0.436882972717285,0.742015838623047,0.395974159240723,0.343132972717285,0.000171073283127,-3.76681780984243,6,3.66666666666667,7,0.418981552124023
"61","24","distant","longcilias",12,786432,8,24,0.747720082600911,0.906785329182943,0.570805867513021,0.334229787190755,0.0004095810872968,-3.38766010543138,8.33333333333333,8,9.33333333333333,0.73269780476888
"62","24","distant","multicilia",1,2228224,8,24,0.67434378231273,0.870346518123851,0.576505773207721,0.290900286506204,0.00035794040013565,-3.44618928075091,8,7,8.66666666666667,0.656631020938649
"63","24","distant","multicilia",2,3211264,8,24,0.353922629842953,0.643285945970185,0.553432853854432,0.0861358642578125,0.0001330369705101,-3.87602765333851,10.3333333333333,8.66666666666667,9.33333333333333,0.326150699537628
"64","24","distant","multicilia",6,2424832,7,24,0.501212867530617,0.77800482672614,0.747233622782939,0.0289380872571791,0.0002006077993428,-3.69765218624239,7.33333333333333,6.66666666666667,7,0.48147253088049
"65","24","distant","multicilia",7,2031616,7,24,0.706825010238155,0.879666236139113,0.648535451581401,0.229811145413306,0.0004205322620691,-3.37620068072006,9.66666666666667,9,10,0.683612946541079
"66","24","distant","ruxcilia",5,720896,3,24,0.358639803799716,0.845101096413352,0.731263594193892,0.111889925870028,9.6448500698898e-05,-4.01570451912372,6,5.66666666666667,6,0.356903076171875
"67","24","distant","ruxcilia",6,655360,3,24,0.196284484863281,0.741656494140625,0.635536193847656,0.102099609375,2.35175239140517e-05,-4.62860840568585,6,5.33333333333333,5.66666666666667,0.195697021484375
"68","24","infected","cilia",4,482,3,24,0.995850622406639,0.99792531120332,0.298755186721992,0.699170124481328,0.00081661538570185,-3.0879824418811,0.25,0.25,10.25,0.993775933609959
"69","24","infected","cilia",5,2769,4,24,0.130010834236186,0.566630552546046,0.19501625135428,0.364030335861322,0.000123418183648,-3.90862084940968,7.5,0.25,5.25,0.111592632719393
"70","24","infected","cilia",8,773,2,24,0.11901681759379,0.609314359637775,0.21862871927555,0.389391979301423,0.0001255138340638,-3.90130840385262,5.75,0.5,5.75,0.113842173350582
"71","24","infected","longcilia2",2,671,3,24,0.669150521609538,0.949329359165425,0.688524590163934,0.256333830104322,0.0005548191838897,-3.2558485308118,5.66666666666667,5.66666666666667,6.66666666666667,0.669150521609538
"72","24","infected","longcilia2",3,1285,5,24,0.021011673151751,0.306614785992218,0.2715953307393,0.0101167315175097,5.66943017474841e-05,-4.24646058914916,28,8.66666666666667,8.66666666666667,0.0116731517509728
"73","24","infected","longcilia2",7,738,7,24,0.360433604336043,0.738482384823848,0.731707317073171,0.0040650406504065,8.18576190795284e-05,-4.08695448833068,10,7.33333333333333,7.33333333333333,0.360433604336043
"74","24","infected","longcilia2",10,873,7,24,0.465063001145475,0.761741122565865,0.211912943871707,0.549828178694158,4.3010753870476e-05,-4.36642294528784,0.333333333333333,0.333333333333333,9,0.465063001145475
"75","24","infected","longcilias",3,2495,4,24,0.0997995991983968,0.345090180360721,0.300200400801603,0.0404809619238477,7.9120545706246e-05,-4.1017107260065,26.3333333333333,6.33333333333333,8.66666666666667,0.0288577154308617
"76","24","infected","longcilias",4,4242,4,24,0.147336162187647,0.286421499292786,0.248703441772749,0.0363036303630363,9.79372380243149e-05,-4.00905214789506,27.3333333333333,7.33333333333333,7.66666666666667,0.0447901933050448
"77","24","infected","longcilias",6,156,7,24,0.461538461538462,0.493589743589744,0.301282051282051,0.121794871794872,9.41096768655983e-05,-4.03113749506011,16.6666666666667,12,12.3333333333333,0.416666666666667
"78","24","infected","longcilias",11,16,8,24,1,1,0.75,0.25,0.00037491416151165,-3.42610616705327,5,5,5.33333333333333,1
"79","24","infected","longcilias",12,53,8,24,0.962264150943396,1,0.735849056603774,0.264150943396226,0.0007995901396498,-3.09713257013432,9,9,9.33333333333333,0.962264150943396
"80","24","infected","multicilia",1,28537,8,24,0.499632056628237,0.78746890002453,0.669026176542734,0.116235063251218,0.0001998636871576,-3.69926610482957,8.66666666666667,7.33333333333333,7.66666666666667,0.484563899498896
"81","24","infected","multicilia",2,7500,8,24,0.183866666666667,0.370133333333333,0.338666666666667,0.0256,0.000112495785288,-3.9488637483138,25.6666666666667,6,6,0.1172
"82","24","infected","multicilia",6,7859,7,24,0.460872884590915,0.736734953556432,0.706196717139585,0.0255757729991093,0.0001781622850103,-3.74918422591901,9.33333333333333,8.66666666666667,8.66666666666667,0.450184501845018
"83","24","infected","multicilia",7,8782,7,24,0.657139603734912,0.819175586426782,0.779093600546573,0.0386016852653154,0.0004125320410821,-3.38454231458886,10.6666666666667,10,10.3333333333333,0.628558414939649
"84","24","infected","ruxcilia",5,4001,3,24,0.478880279930017,0.824793801549613,0.737065733566608,0.0839790052486878,0.0001830082765081,-3.73752926895527,6,5.66666666666667,6,0.477630592351912
"85","24","infected","ruxcilia",6,7604,3,24,0.153997895844292,0.773671751709627,0.718832193582325,0.0477380326144135,4.25742146035191e-05,-4.37085335502723,6.66666666666667,5.33333333333333,6,0.153997895844292
"86","24","mock","cilia",3,458752,3,24,0.44179207938058,0.921445574079241,0.698865618024554,0.22127205984933,0.00016956964827835,-3.77065188064582,6.25,6,6.75,0.438550676618304
"87","24","mock","cilia",6,655360,4,24,0.43173828125,0.649044799804688,0.569300842285156,0.0705307006835938,0.00017628609930395,-3.75378193179459,5.75,4.5,4.75,0.364256286621094
"88","24","mock","cilia",7,589824,2,24,0.469804551866319,0.769037882486979,0.630706787109375,0.135806613498264,0.000186204095371,-3.73001077138308,6.25,5.5,6,0.446500990125868
"89","24","mock","longcilia2",1,1835008,3,24,0.895556313650949,0.984727042061942,0.558826446533203,0.42481940133231,0.00104419898707415,-2.98121673241276,5.66666666666667,5.66666666666667,7.33333333333333,0.892200469970703
"90","24","mock","longcilia2",4,1835008,5,24,0.884082794189453,0.972746712820871,0.518506731305804,0.452607291085379,0.00124748656526205,-2.90396412278999,5,4.66666666666667,6.66666666666667,0.881915501185826
"91","24","mock","longcilia2",5,1835008,5,24,0.778680528913225,0.935698372977121,0.769260406494141,0.165789467947824,0.00082703810767265,-3.08247447887477,8.66666666666667,8.66666666666667,9,0.767107282366071
"92","24","mock","longcilia2",8,1835008,7,24,0.779108319963728,0.925060817173549,0.626354762486049,0.293943677629743,0.0008950164483394,-3.0481689832794,7.66666666666667,7.66666666666667,8.66666666666667,0.768558502197266
"93","24","mock","longcilia2",9,1835008,7,24,0.706971304757254,0.959249768938337,0.9059693472726,0.0516504560198103,0.0004035001766169,-3.39415627084614,5,5,5.33333333333333,0.704353332519531
"94","24","mock","longcilias",1,1376256,4,24,0.407953171502976,0.714842296781994,0.347284952799479,0.363330659412202,0.00015541513130295,-3.80850670032691,6.33333333333333,1.33333333333333,7,0.389234270368304
"95","24","mock","longcilias",2,1441792,4,24,0.292798128995028,0.581844676624645,0.523377158425071,0.0540826970880682,0.0001324581826338,-3.87792120789948,9.66666666666667,5.66666666666667,6,0.260679765181108
"96","24","mock","longcilias",7,1179648,7,24,0.853626675075955,0.932184855143229,0.623541937934028,0.303758409288194,0.00075620575807985,-3.12136002005393,10.3333333333333,10,11,0.831455654568142
"97","24","mock","longcilias",8,1179648,7,24,0.934026930067274,0.954096476236979,0.582592434353299,0.369393242730035,0.00105614832136775,-2.97627508688914,10.6666666666667,10.6666666666667,11.6666666666667,0.911144680447049
"98","24","mock","longcilias",9,1048576,8,24,0.627240180969238,0.846774101257324,0.499770164489746,0.344752311706543,0.0003066850767936,-3.51330735615213,7,6,8,0.612438201904297
"99","24","mock","longcilias",10,1179648,8,24,0.539918687608507,0.813034057617188,0.482252332899306,0.327792697482639,0.0002230107711511,-3.65167416054594,7.33333333333333,5.66666666666667,8.33333333333333,0.523052639431424
"100","24","mock","multicilia",4,3866624,8,24,0.510316234523967,0.835140680862685,0.503054602671478,0.328928543349444,0.000208673387533,-3.68053293370683,8.33333333333333,7.33333333333333,9,0.499139559471001
"101","24","mock","multicilia",5,1966080,8,24,0.823671468098958,0.927958170572917,0.673743184407552,0.251914469401042,0.000620515726041,-3.20724720748318,8,7.66666666666667,8.33333333333333,0.803564961751302
"102","24","mock","multicilia",8,2490368,7,24,0.629387303402549,0.828916047748766,0.716813338430304,0.110725001284951,0.0003081114700762,-3.51129213388665,7.33333333333333,7,7.33333333333333,0.606740851151316
"103","24","mock","multicilia",9,2228224,7,24,0.215761970071232,0.501946393181296,0.47600690056296,0.0216378604664522,0.00011463054397605,-3.94069964665469,14.6666666666667,6,6,0.185872695025276
"104","24","mock","ruxcilia",7,720896,3,24,0.259302312677557,0.847765835848722,0.691098299893466,0.153447931463068,7.09016421751585e-05,-4.14934370587181,6.66666666666667,6.33333333333333,6.66666666666667,0.257139726118608
"105","24","near","cilia",4,130590,3,24,0.862493299640095,0.973612068305383,0.539451719120913,0.433302703116625,0.0006056039128452,-3.21781132749941,5.25,5,7.25,0.857569492304158
"106","24","near","cilia",5,193839,4,24,0.268485702051703,0.601700380212444,0.341618559732562,0.254953853455703,0.0001421881461283,-3.84713660814671,5.5,3,4.25,0.234436826438436
"107","24","near","cilia",8,195835,2,24,0.473582352490617,0.824944468557714,0.634043965583272,0.188714989659662,0.0001872111461125,-3.72766829795342,6,5.25,6,0.457773125335104
"108","24","near","longcilia2",2,261473,3,24,0.600689172495822,0.938448711721669,0.512898081255044,0.423745472763918,0.0003535605792421,-3.45153616326308,5.33333333333333,4.33333333333333,7.33333333333333,0.598421251907463
"109","24","near","longcilia2",3,195323,5,24,0.0732530219175417,0.390542844416684,0.353716664192133,0.0324692944507303,5.73895194975194e-05,-4.24116741143442,24,5.66666666666667,5.66666666666667,0.0639197636735049
"110","24","near","longcilia2",7,326942,7,24,0.460020431758538,0.782863627187697,0.747248747484263,0.0344709459170128,0.0001609444007044,-3.79332412792845,8.33333333333333,7.66666666666667,7.66666666666667,0.450278642695035
"111","24","near","longcilia2",10,195735,7,24,0.411357192122002,0.786256929011163,0.293360921654277,0.491031241218995,8.74383258633316e-05,-4.0582981661919,3.66666666666667,0.666666666666667,6.33333333333333,0.410703246736659
"112","24","near","longcilias",3,128577,4,24,0.353049145648133,0.546170777044106,0.368199600239545,0.175000194436019,0.0001404376380378,-3.85251648336345,12,7.66666666666667,9.66666666666667,0.293575056192009
"113","24","near","longcilias",4,126830,4,24,0.115327603879208,0.29532445005125,0.266758653315462,0.0242687061420799,9.06217064766679e-05,-4.0427677639808,28,6.66666666666667,7,0.0401403453441615
"114","24","near","longcilias",6,261988,7,24,0.614081560987526,0.803918500083973,0.633490846909019,0.163076171427699,0.0003901713644154,-3.40874460765544,11.6666666666667,11.3333333333333,11.6666666666667,0.605310166877872
"115","24","near","longcilias",11,65520,8,24,0.871138583638584,0.974221611721612,0.315308302808303,0.658089133089133,0.00060493333148765,-3.21829248549873,0.666666666666667,0.666666666666667,7.33333333333333,0.865140415140415
"116","24","near","longcilias",12,131019,8,24,0.408933055511033,0.615345865866783,0.508208733084514,0.103740678832841,0.0001282955490751,-3.89178841023188,11,9.33333333333333,9.66666666666667,0.387020203176638
"117","24","near","multicilia",1,1740935,8,24,0.616899539615207,0.819382688038324,0.659145229431311,0.157133953881104,0.0002839812077581,-3.54671039811138,8.33333333333333,7.66666666666667,8.33333333333333,0.59192790081192
"118","24","near","multicilia",2,516788,8,24,0.189439383267413,0.40126318722571,0.365577374087634,0.0315796806427394,0.0001057714616763,-3.97563149400587,22.6666666666667,5.66666666666667,6.33333333333333,0.134190422378229
"119","24","near","multicilia",6,581965,7,24,0.488101518132534,0.752495424982602,0.722959284493054,0.0272679628499996,0.0001939923531608,-3.71221538886112,9.33333333333333,8.33333333333333,8.66666666666667,0.466002250994476
"120","24","near","multicilia",7,1826226,7,24,0.719479407258466,0.848137634662961,0.810442957224352,0.0363750160166376,0.0004986061248928,-3.30224239091486,10.6666666666667,10.3333333333333,10.3333333333333,0.683576950497912
"121","24","near","ruxcilia",5,454751,3,24,0.440784077440182,0.906131047540302,0.776781139568687,0.127568713427788,0.0001545174018247,-3.81102260302969,5.33333333333333,5.33333333333333,5.66666666666667,0.438492713594912
"122","24","near","ruxcilia",6,778828,3,24,0.128608627322079,0.713552928246031,0.639591796905093,0.0705367552270848,3.3505137253087e-05,-4.47488859864629,6.66666666666667,5.66666666666667,5.66666666666667,0.128193901606003
"123","48","distant","cilia",4,524288,3,48,0.608230590820312,0.9127197265625,0.756074905395508,0.155246734619141,0.0003165946836816,-3.49949638216849,7.5,7,7.5,0.602214813232422
"124","48","distant","cilia",5,655360,4,48,0.474290466308594,0.690347290039062,0.661116027832031,0.022021484375,0.0001851663255365,-3.73243799153865,5.75,4.75,5,0.443440246582031
"125","48","distant","cilia",8,393216,2,48,0.533376057942708,0.843762715657552,0.801989237467448,0.0405222574869792,0.00022853619884695,-3.64104500035463,7.25,6.75,6.75,0.523770650227865
"126","48","distant","longcilia2",2,1638400,3,48,0.91853515625,0.976522827148438,0.751007690429688,0.22410400390625,0.0015346880536526,-2.81397988751266,7,7,7.33333333333333,0.910982055664063
"127","48","distant","longcilia2",3,2162688,5,48,0.804943200313684,0.930439804539536,0.74766494288589,0.181549072265625,0.0010092463344335,-2.99600281926538,6.66666666666667,6.66666666666667,7,0.799982244318182
"128","48","distant","longcilia2",6,2424832,5,48,0.809472161370355,0.937984157252956,0.701672115841427,0.235712412241343,0.00116162910126145,-2.93493251651414,8.66666666666667,8.33333333333333,9.66666666666667,0.796321147197002
"129","48","distant","longcilia2",7,1572864,7,48,0.740399042765299,0.931812286376953,0.873207728068034,0.0576438903808594,0.00053153326734895,-3.27446954887552,9,8.66666666666667,9,0.72604242960612
"130","48","distant","longcilia2",10,1835008,7,48,0.773753574916295,0.960673195975167,0.825611659458705,0.134039197649275,0.00057606716291045,-3.23952687980427,6,6,6.33333333333333,0.77043206351144
"131","48","distant","longcilias",3,786432,4,48,0.748584747314453,0.882837931315104,0.743480682373047,0.137711842854818,0.000538402586244,-3.26889286264603,8,7.66666666666667,8,0.727615356445312
"132","48","distant","longcilias",4,1114112,4,48,0.380124260397518,0.635486378389246,0.534656300264246,0.0964651668772978,0.00015728808648415,-3.8033041710203,8.66666666666667,6.33333333333333,7,0.334929522346048
"133","48","distant","longcilias",5,1441792,7,48,0.882545471191406,0.946080294522372,0.702173406427557,0.240737221457741,0.0007832089904695,-3.1061223359034,10.6666666666667,10.6666666666667,11.3333333333333,0.857036937366832
"134","48","distant","longcilias",6,1245184,7,48,0.852518182051809,0.856550517835115,0.691974037571957,0.162914878443668,0.000914394040592,-3.0388666130442,12,11.6666666666667,12,0.781300594932155
"135","48","distant","longcilias",11,720896,8,48,0.826711481267756,0.94982216574929,0.367041847922585,0.580720381303267,0.00069353237631725,-3.15893325986169,0.666666666666667,0.666666666666667,9.33333333333333,0.817052667791193
"136","48","distant","longcilias",12,393216,8,48,0.819234212239583,0.900428771972656,0.639856974283854,0.259422302246094,0.0008734523726161,-3.05876077115506,9.33333333333333,9,9.66666666666667,0.799306233723958
"137","48","distant","ruxcilia",5,196608,3,48,0.0489552815755208,0.570816040039062,0.518483479817708,0.0471140543619792,1.08122794699738e-05,-4.96608273741882,9,5.66666666666667,5.66666666666667,0.0484975179036458
"138","48","distant","ruxcilia",6,131072,3,48,0.09527587890625,0.705528259277344,0.600730895996094,0.0984954833984375,1.03975157799141e-05,-4.98307041210109,5.33333333333333,4.66666666666667,5,0.0951004028320312
"139","48","infected","cilia",4,10574,3,48,0.660204274635899,0.811897106109325,0.711272933610743,0.0974087384149801,0.0003017201815964,-3.52039567418826,5.75,4.5,5.25,0.580196708908644
"140","48","infected","cilia",5,38889,4,48,0.14181388053177,0.437938748746432,0.409113116819666,0.023837074751215,7.70064725656994e-05,-4.1134727698739,20,5.25,5.75,0.126719637943892
"141","48","infected","cilia",8,13336,2,48,0.460407918416317,0.701409718056389,0.680188962207559,0.0170965806838632,0.00017859633226175,-3.74812746428064,6.75,6.25,6.25,0.44503599280144
"142","48","infected","longcilia2",2,55713,3,48,0.0718144777699998,0.680702888015364,0.627537558559044,0.0495037064957909,2.49969143624185e-05,-4.60211359765122,7,5.33333333333333,5.33333333333333,0.0713657494660133
"143","48","infected","longcilia2",3,9905,5,48,0.01665825340737,0.237455830388693,0.195961635537607,0.0411913175164059,6.70944355078973e-05,-4.17331349664805,36.3333333333333,6.66666666666667,7.66666666666667,0.00393740535083291
"144","48","infected","longcilia2",7,29144,7,48,0.451207795772715,0.773126544057096,0.716133681032116,0.0555517430688993,0.0001406424562446,-3.85188365374821,10.3333333333333,9.33333333333333,9.66666666666667,0.437208344770793
"145","48","infected","longcilia2",10,37965,7,48,0.141498748847623,0.831845120505729,0.340471486895825,0.489898590807323,2.52828776865499e-05,-4.59717349636027,3.66666666666667,0.666666666666667,6.33333333333333,0.141050967996839
"146","48","infected","longcilias",3,122065,4,48,0.464219882849302,0.658944005243108,0.605726457215418,0.0507598410682833,0.000163792312378,-3.78570648578783,10,8,8.33333333333333,0.437946995453242
"147","48","infected","longcilias",4,101891,4,48,0.168955059818826,0.378276785977172,0.339647270121993,0.0335063940877997,0.0001005580561468,-3.99758313043823,23.6666666666667,5.33333333333333,5.33333333333333,0.106309683877869
"148","48","infected","longcilias",5,17678,7,48,0.13429120941283,0.487894558207942,0.397952257042652,0.0827016630840593,3.86980100302026e-05,-4.41231136717069,15.6666666666667,11.3333333333333,12,0.119300825885281
"149","48","infected","longcilias",6,8259,7,48,0.865116842232716,0.916454776607337,0.720062961617629,0.195907494854099,0.0012652634177356,-2.89781904843322,12.3333333333333,12.3333333333333,12.3333333333333,0.842838115994673
"150","48","infected","longcilias",11,101485,8,48,0.817588806227521,0.877853870030054,0.315534315416071,0.561176528551017,0.0010326404590159,-2.98605086322921,0.666666666666667,0.666666666666667,9,0.81004089274277
"151","48","infected","longcilias",12,43680,8,48,0.714789377289377,0.830563186813187,0.781639194139194,0.0477106227106227,0.00048120717110575,-3.31766790955588,10.3333333333333,10,10,0.681707875457875
"152","48","infected","ruxcilia",5,94803,3,48,0.410208537704503,0.902471440777191,0.778909950107064,0.119690305159119,0.0001251855574082,-3.90244577256111,6.33333333333333,6,6.33333333333333,0.407771905952343
"153","48","infected","ruxcilia",6,195406,3,48,0.110841018187773,0.790589848827569,0.701252776270944,0.0852890904066405,3.17068515869323e-05,-4.49884688021604,6.66666666666667,6,6.33333333333333,0.109955682015905
"154","48","mock","cilia",3,458752,3,48,0.820323399135045,0.962966918945312,0.849596296037946,0.112790788922991,0.00072785987867965,-3.13795221929762,7,7,7.25,0.815161568777902
